sisso_model,dectree_rank,logistic_rank,average_rank
sisso_13291,41777,7867,24822.0
sisso_13292,37798,4382,21090.0
sisso_13293,9998,5698,7848.0
sisso_13294,11920,44223,28071.5
sisso_13295,11267,45369,28318.0
sisso_13296,35408,34795,35101.5
sisso_13297,12122,11898,12010.0
sisso_13298,9999,37723,23861.0
sisso_13299,24985,30946,27965.5
sisso_13300,15021,44813,29917.0
sisso_13301,35911,2750,19330.5
sisso_13302,22389,30736,26562.5
sisso_13303,4363,39897,22130.0
sisso_13304,23408,45189,34298.5
sisso_13305,5177,39455,22316.0
sisso_13306,20397,41820,31108.5
sisso_13307,7739,37486,22612.5
sisso_13308,28703,34796,31749.5
sisso_13309,29080,17404,23242.0
sisso_13310,24820,20996,22908.0
sisso_13311,22888,1987,12437.5
sisso_13312,35912,24223,30067.5
sisso_13313,17361,37027,27194.0
sisso_13314,22561,15165,18863.0
sisso_13315,20243,31843,26043.0
sisso_13316,5615,36780,21197.5
sisso_13317,11921,49442,30681.5
sisso_13318,23243,26293,24768.0
sisso_13319,13003,49051,31027.0
sisso_13320,26246,27409,26827.5
sisso_13321,21029,6260,13644.5
sisso_13322,38560,49443,44001.5
sisso_13323,46494,13765,30129.5
sisso_13324,7373,31662,19517.5
sisso_13325,31618,16330,23974.0
sisso_13326,18146,1330,9738.0
sisso_13327,21176,33498,27337.0
sisso_13328,21333,31519,26426.0
sisso_13329,24986,32673,28829.5
sisso_13330,7028,30737,18882.5
sisso_13331,18331,7868,13099.5
sisso_13332,35162,47829,41495.5
sisso_13333,268,43239,21753.5
sisso_13334,15022,37028,26025.0
sisso_13335,23069,43029,33049.0
sisso_13336,7202,44639,25920.5
sisso_13337,8451,39992,24221.5
sisso_13338,4629,40091,22360.0
sisso_13339,14203,44640,29421.5
sisso_13340,47020,38859,42939.5
sisso_13341,12793,33690,23241.5
sisso_13342,42744,48284,45514.0
sisso_13343,23244,11713,17478.5
sisso_13344,12794,5827,9310.5
sisso_13345,10000,33691,21845.5
sisso_13346,23245,33051,28148.0
sisso_13347,24056,31844,27950.0
sisso_13348,40981,12244,26612.5
sisso_13349,23246,47737,35491.5
sisso_13350,17362,48025,32693.5
sisso_13351,48717,19619,34168.0
sisso_13352,20553,9385,14969.0
sisso_13353,35163,4123,19643.0
sisso_13354,25701,42161,33931.0
sisso_13355,7203,43833,25518.0
sisso_13356,11922,48368,30145.0
sisso_13357,4111,9903,7007.0
sisso_13358,24416,218,12317.0
sisso_13359,31401,15546,23473.5
sisso_13360,22072,8402,15237.0
sisso_13361,43405,8573,25989.0
sisso_13362,9042,40458,24750.0
sisso_13363,11923,40995,26459.0
sisso_13364,31619,42366,36992.5
sisso_13365,6720,10774,8747.0
sisso_13366,10207,47777,28992.0
sisso_13367,29081,12245,20663.0
sisso_13368,12560,4844,8702.0
sisso_13369,21030,13766,17398.0
sisso_13370,6873,40996,23934.5
sisso_13371,37513,9556,23534.5
sisso_13372,20244,2778,11511.0
sisso_13373,21177,7371,14274.0
sisso_13374,11484,2635,7059.5
sisso_13375,46271,8574,27422.5
sisso_13376,42745,8051,25398.0
sisso_13377,20869,41638,31253.5
sisso_13378,33393,2869,18131.0
sisso_13379,46272,12246,29259.0
sisso_13380,15973,4845,10409.0
sisso_13381,32706,46828,39767.0
sisso_13382,24249,30525,27387.0
sisso_13383,15266,8889,12077.5
sisso_13384,39679,5828,22753.5
sisso_13385,36390,38954,37672.0
sisso_13386,21469,32538,27003.5
sisso_13387,16919,6416,11667.5
sisso_13388,11268,9904,10586.0
sisso_13389,10850,7703,9276.5
sisso_13390,3087,32266,17676.5
sisso_13391,19779,9219,14499.0
sisso_13392,41778,29654,35716.0
sisso_13393,49429,33280,41354.5
sisso_13394,43744,32396,38070.0
sisso_13395,23070,34222,28646.0
sisso_13396,23071,15166,19118.5
sisso_13397,32274,1928,17101.0
sisso_13398,16189,4124,10156.5
sisso_13399,32275,19369,25822.0
sisso_13400,42878,39248,41063.0
sisso_13401,36391,8403,22397.0
sisso_13402,3970,44429,24199.5
sisso_13403,6874,42162,24518.0
sisso_13404,44754,23608,34181.0
sisso_13405,46741,47469,47105.0
sisso_13406,20707,43240,31973.5
sisso_13407,41779,5468,23623.5
sisso_13408,32276,3665,17970.5
sisso_13409,40982,39456,40219.0
sisso_13410,968,30947,15957.5
sisso_13411,28212,45964,37088.0
sisso_13412,26603,44814,35708.5
sisso_13413,20398,29167,24782.5
sisso_13414,30782,18107,24444.5
sisso_13415,43641,35370,39505.5
sisso_13416,37799,42367,40083.0
sisso_13417,7534,48071,27802.5
sisso_13418,9619,6861,8240.0
sisso_13419,23247,6715,14981.0
sisso_13420,30783,4954,17868.5
sisso_13421,16675,2360,9517.5
sisso_13422,15974,8052,12013.0
sisso_13423,15732,6862,11297.0
sisso_13424,22735,8053,15394.0
sisso_13425,17363,8729,13046.0
sisso_13426,33165,22770,27967.5
sisso_13427,42879,37375,40127.0
sisso_13428,34379,45827,40103.0
sisso_13429,11269,42798,27033.5
sisso_13430,30784,45965,38374.5
sisso_13431,5767,41639,23703.0
sisso_13432,12123,14312,13217.5
sisso_13433,29819,6716,18267.5
sisso_13434,44423,36216,40319.5
sisso_13435,4923,41301,23112.0
sisso_13436,42880,42799,42839.5
sisso_13437,15489,47830,31659.5
sisso_13438,6367,40581,23474.0
sisso_13439,153,42585,21369.0
sisso_13440,16422,37251,26836.5
sisso_13441,39488,38366,38927.0
sisso_13442,31836,45190,38513.0
sisso_13443,30197,41302,35749.5
sisso_13444,31837,42586,37211.5
sisso_13445,29638,39361,34499.5
sisso_13446,30785,42800,36792.5
sisso_13447,33618,27410,30514.0
sisso_13448,26421,28327,27374.0
sisso_13449,32050,29866,30958.0
sisso_13450,16676,5964,11320.0
sisso_13451,32051,47342,39696.5
sisso_13452,9435,5088,7261.5
sisso_13453,8106,42801,25453.5
sisso_13454,31402,24224,27813.0
sisso_13455,34380,11526,22953.0
sisso_13456,42746,16766,29756.0
sisso_13457,15733,17644,16688.5
sisso_13458,10001,5572,7786.5
sisso_13459,5470,49444,27457.0
sisso_13460,9436,7372,8404.0
sisso_13461,7374,12247,9810.5
sisso_13462,7925,49106,28515.5
sisso_13463,15490,10407,12948.5
sisso_13464,31403,4955,18179.0
sisso_13465,20708,9059,14883.5
sisso_13466,11712,10065,10888.5
sisso_13467,27293,30948,29120.5
sisso_13468,44682,36436,40559.0
sisso_13469,34909,11714,23311.5
sisso_13470,39277,16975,28126.0
sisso_13471,17951,36437,27194.0
sisso_13472,35668,5469,20568.5
sisso_13473,18897,49107,34002.0
sisso_13474,28213,15167,21690.0
sisso_13475,29244,33593,31418.5
sisso_13476,39680,20718,30199.0
sisso_13477,43007,38148,40577.5
sisso_13478,13719,36312,25015.5
sisso_13479,13720,29168,21444.0
sisso_13480,9437,31334,20385.5
sisso_13481,39889,40861,40375.0
sisso_13482,34910,14541,24725.5
sisso_13483,44597,1647,23122.0
sisso_13484,37235,32267,34751.0
sisso_13485,32277,19620,25948.5
sisso_13486,39489,38955,39222.0
sisso_13487,10002,49954,29978.0
sisso_13488,11270,11527,11398.5
sisso_13489,34911,40212,37561.5
sisso_13490,46742,36217,41479.5
sisso_13491,27128,1057,14092.5
sisso_13492,1626,7869,4747.5
sisso_13493,28893,17645,23269.0
sisso_13494,11485,37724,24604.5
sisso_13495,10851,30949,20900.0
sisso_13496,38561,34038,36299.5
sisso_13497,36150,34413,35281.5
sisso_13498,22562,32268,27415.0
sisso_13499,30589,30526,30557.5
sisso_13500,16423,31128,23775.5
sisso_13501,36662,26580,31621.0
sisso_13502,1505,8890,5197.5
sisso_13503,43406,23058,33232.0
sisso_13504,6216,43241,24728.5
sisso_13505,14743,32397,23570.0
sisso_13506,23072,32121,27596.5
sisso_13507,4630,24225,14427.5
sisso_13508,3657,33594,18625.5
sisso_13509,43955,36218,40086.5
sisso_13510,36663,28890,32776.5
sisso_13511,42881,38956,40918.5
sisso_13512,30008,10066,20037.0
sisso_13513,10208,26866,18537.0
sisso_13514,14744,4617,9680.5
sisso_13515,19956,12619,16287.5
sisso_13516,36151,15168,25659.5
sisso_13517,2055,17646,9850.5
sisso_13518,6368,19621,12994.5
sisso_13519,34912,15938,25425.0
sisso_13520,27294,5206,16250.0
sisso_13521,33166,25991,29578.5
sisso_13522,39681,48178,43929.5
sisso_13523,16190,19370,17780.0
sisso_13524,33167,13378,23272.5
sisso_13525,42372,33775,38073.5
sisso_13526,29433,34126,31779.5
sisso_13527,16424,34976,25700.0
sisso_13528,19256,36219,27737.5
sisso_13529,29434,29655,29544.5
sisso_13530,26247,16976,21611.5
sisso_13531,21606,16977,19291.5
sisso_13532,27836,44016,35926.0
sisso_13533,36392,23609,30000.5
sisso_13534,17952,12806,15379.0
sisso_13535,28029,31520,29774.5
sisso_13536,23736,41640,32688.0
sisso_13537,1767,13561,7664.0
sisso_13538,13004,17868,15436.0
sisso_13539,25702,28328,27015.0
sisso_13540,39490,39055,39272.5
sisso_13541,13234,31129,22181.5
sisso_13542,40467,3882,22174.5
sisso_13543,39491,21896,30693.5
sisso_13544,37236,27156,32196.0
sisso_13545,35164,25417,30290.5
sisso_13546,35913,27411,31662.0
sisso_13547,42622,23610,33116.0
sisso_13548,49313,9726,29519.5
sisso_13549,9043,2556,5799.5
sisso_13550,40091,18608,29349.5
sisso_13551,37514,8054,22784.0
sisso_13552,4489,3472,3980.5
sisso_13553,9044,41821,25432.5
sisso_13554,8107,45966,27036.5
sisso_13555,48455,30101,39278.0
sisso_13556,42882,3301,23091.5
sisso_13557,36393,12993,24693.0
sisso_13558,44229,42163,43196.0
sisso_13559,23073,15547,19310.0
sisso_13560,39492,28635,34063.5
sisso_13561,14466,26867,20666.5
sisso_13562,23737,28015,25876.0
sisso_13563,3088,8730,5909.0
sisso_13564,38296,45370,41833.0
sisso_13565,15267,41822,28544.5
sisso_13566,9620,49243,29431.5
sisso_13567,9621,49445,29533.0
sisso_13568,6369,42007,24188.0
sisso_13569,26248,39543,32895.5
sisso_13570,5901,4748,5324.5
sisso_13571,8290,49986,29138.0
sisso_13572,11271,49446,30358.5
sisso_13573,26785,42008,34396.5
sisso_13574,733,49447,25090.0
sisso_13575,5471,40997,23234.0
sisso_13576,43281,42587,42934.0
sisso_13577,31620,41303,36461.5
sisso_13578,12124,4749,8436.5
sisso_13579,30198,40336,35267.0
sisso_13580,46038,32269,39153.5
sisso_13581,13952,44815,29383.5
sisso_13582,47967,23928,35947.5
sisso_13583,32278,2073,17175.5
sisso_13584,13493,5699,9596.0
sisso_13585,14745,12248,13496.5
sisso_13586,8452,39993,24222.5
sisso_13587,40468,6573,23520.5
sisso_13588,16191,7038,11614.5
sisso_13589,46039,33281,39660.0
sisso_13590,8843,42588,25715.5
sisso_13591,3816,3005,3410.5
sisso_13592,33619,13767,23693.0
sisso_13593,8844,8731,8787.5
sisso_13594,45756,48697,47226.5
sisso_13595,10003,23929,16966.0
sisso_13596,16425,44017,30221.0
sisso_13597,46429,37487,41958.0
sisso_13598,44047,76,22061.5
sisso_13599,46571,27412,36991.5
sisso_13600,7204,40582,23893.0
sisso_13601,12561,49448,31004.5
sisso_13602,15975,49449,32712.0
sisso_13603,46273,48528,47400.5
sisso_13604,8845,49146,28995.5
sisso_13605,45952,17869,31910.5
sisso_13606,44755,47635,46195.0
sisso_13607,48718,31663,40190.5
sisso_13608,49955,77,25016.0
sisso_13609,23409,18108,20758.5
sisso_13610,14746,49450,32098.0
sisso_13611,13721,2723,8222.0
sisso_13612,46654,35275,40964.5
sisso_13613,7029,39807,23418.0
sisso_13614,13722,6103,9912.5
sisso_13615,48649,19622,34135.5
sisso_13616,29820,41148,35484.0
sisso_13617,30199,29867,30033.0
sisso_13618,9045,41304,25174.5
sisso_13619,35409,2439,18924.0
sisso_13620,45609,11715,28662.0
sisso_13621,9817,9557,9687.0
sisso_13622,18709,6863,12786.0
sisso_13623,2056,43631,22843.5
sisso_13624,4231,2913,3572.0
sisso_13625,30985,28016,29500.5
sisso_13626,45680,33282,39481.0
sisso_13627,43745,38045,40895.0
sisso_13628,11272,5089,8180.5
sisso_13629,11273,9220,10246.5
sisso_13630,12795,9558,11176.5
sisso_13631,47232,25418,36325.0
sisso_13632,39890,16128,28009.0
sisso_13633,2057,19900,10978.5
sisso_13634,10209,23059,16634.0
sisso_13635,39493,11528,25510.5
sisso_13636,37515,38566,38040.5
sisso_13637,40983,45000,42991.5
sisso_13638,47167,19120,33143.5
sisso_13639,45089,13562,29325.5
sisso_13640,13005,5573,9289.0
sisso_13641,45325,26868,36096.5
sisso_13642,16192,49451,32821.5
sisso_13643,16677,5090,10883.5
sisso_13644,24417,44430,34423.5
sisso_13645,15268,49452,32360.0
sisso_13646,6217,7039,6628.0
sisso_13647,4232,44224,24228.0
sisso_13648,43746,40459,42102.5
sisso_13649,30786,49453,40119.5
sisso_13650,25506,43632,34569.0
sisso_13651,24418,44816,34617.0
sisso_13652,24250,40213,32231.5
sisso_13653,38810,44018,41414.0
sisso_13654,34381,43633,39007.0
sisso_13655,28894,41641,35267.5
sisso_13656,34382,38860,36621.0
sisso_13657,43846,45191,44518.5
sisso_13658,46040,45192,45616.0
sisso_13659,14204,20175,17189.5
sisso_13660,30200,14542,22371.0
sisso_13661,19957,39249,29603.0
sisso_13662,5320,46422,25871.0
sisso_13663,22390,44431,33410.5
sisso_13664,27837,39544,33690.5
sisso_13665,19440,44641,32040.5
sisso_13666,7740,6417,7078.5
sisso_13667,15491,11529,13510.0
sisso_13668,40984,4618,22801.0
sisso_13669,46128,15738,30933.0
sisso_13670,14467,4619,9543.0
sisso_13671,44230,48727,46478.5
sisso_13672,11048,38149,24598.5
sisso_13673,20245,47576,33910.5
sisso_13674,22736,39250,30993.0
sisso_13675,11274,5348,8311.0
sisso_13676,14747,5207,9977.0
sisso_13677,14205,6261,10233.0
sisso_13678,9046,12620,10833.0
sisso_13679,30384,39149,34766.5
sisso_13680,44598,45193,44895.5
sisso_13681,13953,78,7015.5
sisso_13682,20870,27157,24013.5
sisso_13683,23074,10237,16655.5
sisso_13684,24419,10408,17413.5
sisso_13685,29245,34600,31922.5
sisso_13686,11713,7545,9629.0
sisso_13687,34913,12994,23953.5
sisso_13688,40092,10238,25165.0
sisso_13689,42373,31845,37109.0
sisso_13690,47700,33388,40544.0
sisso_13691,20554,10067,15310.5
sisso_13692,18710,7205,12957.5
sisso_13693,46129,38766,42447.5
sisso_13694,9622,5700,7661.0
sisso_13695,26786,28891,27838.5
sisso_13696,15492,38767,27129.5
sisso_13697,18147,38243,28195.0
sisso_13698,45471,42802,44136.5
sisso_13699,10621,49454,30037.5
sisso_13700,19958,41149,30553.5
sisso_13701,24821,17405,21113.0
sisso_13702,30201,4125,17163.0
sisso_13703,14206,6574,10390.0
sisso_13704,11714,38244,24979.0
sisso_13705,5321,46308,25814.5
sisso_13706,7926,40742,24334.0
sisso_13707,35669,36674,36171.5
sisso_13708,1257,32270,16763.5
sisso_13709,45539,43242,44390.5
sisso_13710,25163,6418,15790.5
sisso_13711,1506,44432,22969.0
sisso_13712,46274,43424,44849.0
sisso_13713,43008,1523,22265.5
sisso_13714,47483,19901,33692.0
sisso_13715,10622,49455,30038.5
sisso_13716,42883,22771,32827.0
sisso_13717,12125,35276,23700.5
sisso_13718,26787,16767,21777.0
sisso_13719,45812,31846,38829.0
sisso_13720,44510,30738,37624.0
sisso_13721,26957,2751,14854.0
sisso_13722,20246,38861,29553.5
sisso_13723,11049,7206,9127.5
sisso_13724,17165,49456,33310.5
sisso_13725,13723,5701,9712.0
sisso_13726,14468,49457,31962.5
sisso_13727,7375,41150,24262.5
sisso_13728,29639,40214,34926.5
sisso_13729,26070,40743,33406.5
sisso_13730,16678,11899,14288.5
sisso_13731,42218,18109,30163.5
sisso_13732,327,41151,20739.0
sisso_13733,3817,40998,22407.5
sisso_13734,3658,44817,24237.5
sisso_13735,15023,40215,27619.0
sisso_13736,3369,30527,16948.0
sisso_13737,26071,27719,26895.0
sisso_13738,23248,18365,20806.5
sisso_13739,43522,16768,30145.0
sisso_13740,32707,20997,26852.0
sisso_13741,10623,41152,25887.5
sisso_13742,23738,5574,14656.0
sisso_13743,38297,30950,34623.5
sisso_13744,31621,45194,38407.5
sisso_13745,32935,3528,18231.5
sisso_13746,21334,29656,25495.0
sisso_13747,39682,966,20324.0
sisso_13748,36664,944,18804.0
sisso_13749,23558,2949,13253.5
sisso_13750,21756,11141,16448.5
sisso_13751,1150,44433,22791.5
sisso_13752,26249,10775,18512.0
sisso_13753,2522,45371,23946.5
sisso_13754,15269,9559,12414.0
sisso_13755,38298,45967,42132.5
sisso_13756,49576,33161,41368.5
sisso_13757,6047,7704,6875.5
sisso_13758,39891,12807,26349.0
sisso_13759,36665,47984,42324.5
sisso_13760,44756,9386,27071.0
sisso_13761,5902,6575,6238.5
sisso_13762,40093,30102,35097.5
sisso_13763,2374,44019,23196.5
sisso_13764,27295,3213,15254.0
sisso_13765,30787,29169,29978.0
sisso_13766,388,33776,17082.0
sisso_13767,5768,46309,26038.5
sisso_13768,734,45372,23053.0
sisso_13769,36666,48680,42673.0
sisso_13770,13235,34601,23918.0
sisso_13771,39045,967,20006.0
sisso_13772,35165,883,18024.0
sisso_13773,3659,6104,4881.5
sisso_13774,34383,43030,38706.5
sisso_13775,33394,2117,17755.5
sisso_13776,19959,47051,33505.0
sisso_13777,31196,47052,39124.0
sisso_13778,40812,1242,21027.0
sisso_13779,38299,23930,31114.5
sisso_13780,42747,19902,31324.5
sisso_13781,39683,1111,20397.0
sisso_13782,29246,23060,26153.0
sisso_13783,24605,10239,17422.0
sisso_13784,32708,1032,16870.0
sisso_13785,7376,38468,22922.0
sisso_13786,13236,34315,23775.5
sisso_13787,35166,47343,41254.5
sisso_13788,559,34977,17768.0
sisso_13789,18148,33930,26039.0
sisso_13790,13494,6105,9799.5
sisso_13791,44048,46588,45318.0
sisso_13792,43956,8055,26005.5
sisso_13793,5616,41305,23460.5
sisso_13794,27838,47398,37618.0
sisso_13795,5617,13189,9403.0
sisso_13796,49240,30103,39671.5
sisso_13797,6218,2281,4249.5
sisso_13798,46655,17647,32151.0
sisso_13799,40291,28892,34591.5
sisso_13800,15270,7207,11238.5
sisso_13801,49569,33846,41707.5
sisso_13802,37237,24834,31035.5
sisso_13803,328,2526,1427.0
sisso_13804,24606,42589,33597.5
sisso_13805,7030,42590,24810.0
sisso_13806,44511,12085,28298.0
sisso_13807,17953,40216,29084.5
sisso_13808,6721,8891,7806.0
sisso_13809,23410,385,11897.5
sisso_13810,41310,45001,43155.5
sisso_13811,43282,22456,32869.0
sisso_13812,22391,9905,16148.0
sisso_13813,22889,9727,16308.0
sisso_13814,19960,11530,15745.0
sisso_13815,4490,45002,24746.0
sisso_13816,27665,19371,23518.0
sisso_13817,33168,41153,37160.5
sisso_13818,34384,22183,28283.5
sisso_13819,44316,21897,33106.5
sisso_13820,32709,15739,24224.0
sisso_13821,32279,33595,32937.0
sisso_13822,17166,7546,12356.0
sisso_13823,33395,8224,20809.5
sisso_13824,46275,15740,31007.5
sisso_13825,25330,4956,15143.0
sisso_13826,27666,37725,32695.5
sisso_13827,18527,15741,17134.0
sisso_13828,20709,25130,22919.5
sisso_13829,40094,15375,27734.5
sisso_13830,7535,22772,15153.5
sisso_13831,22245,6106,14175.5
sisso_13832,33396,29868,31632.0
sisso_13833,13495,7547,10521.0
sisso_13834,38811,29869,34340.0
sisso_13835,3519,11142,7330.5
sisso_13836,1258,10586,5922.0
sisso_13837,8291,3006,5648.5
sisso_13838,17364,1842,9603.0
sisso_13839,10405,39251,24828.0
sisso_13840,805,3302,2053.5
sisso_13841,8668,46512,27590.0
sisso_13842,36962,2149,19555.5
sisso_13843,35410,40862,38136.0
sisso_13844,31404,4620,18012.0
sisso_13845,6048,46070,26059.0
sisso_13846,21607,24546,23076.5
sisso_13847,44424,46310,45367.0
sisso_13848,41780,46829,44304.5
sisso_13849,31838,23061,27449.5
sisso_13850,49634,34892,42263.0
sisso_13851,38050,23931,30990.5
sisso_13852,34385,30951,32668.0
sisso_13853,29435,11716,20575.5
sisso_13854,13724,1146,7435.0
sisso_13855,28372,26581,27476.5
sisso_13856,35670,29409,32539.5
sisso_13857,45813,11717,28765.0
sisso_13858,43747,48436,46091.5
sisso_13859,26604,40583,33593.5
sisso_13860,11050,36020,23535.0
sisso_13861,8453,31130,19791.5
sisso_13862,35671,40744,38207.5
sisso_13863,14207,24226,19216.5
sisso_13864,40469,41306,40887.5
sisso_13865,1910,36438,19174.0
sisso_13866,1378,30316,15847.0
sisso_13867,30788,5965,18376.5
sisso_13868,34386,16331,25358.5
sisso_13869,33397,7373,20385.0
sisso_13870,26072,31131,28601.5
sisso_13871,32500,19372,25936.0
sisso_13872,15976,49458,32717.0
sisso_13873,17167,49459,33313.0
sisso_13874,32280,20447,26363.5
sisso_13875,44049,44642,44345.5
sisso_13876,7536,10409,8972.5
sisso_13877,8108,41475,24791.5
sisso_13878,23739,14543,19141.0
sisso_13879,23740,10410,17075.0
sisso_13880,36667,18110,27388.5
sisso_13881,11715,6864,9289.5
sisso_13882,3971,7208,5589.5
sisso_13883,621,43031,21826.0
sisso_13884,6875,2384,4629.5
sisso_13885,45326,33596,39461.0
sisso_13886,33398,27158,30278.0
sisso_13887,24607,11718,18162.5
sisso_13888,28373,10957,19665.0
sisso_13889,47835,18111,32973.0
sisso_13890,43957,33597,38777.0
sisso_13891,2058,1349,1703.5
sisso_13892,16193,26869,21531.0
sisso_13893,23741,46423,35082.0
sisso_13894,29821,12086,20953.5
sisso_13895,14748,13949,14348.5
sisso_13896,13725,3529,8627.0
sisso_13897,36668,3530,20099.0
sisso_13898,21031,11719,16375.0
sisso_13899,37800,37488,37644.0
sisso_13900,3224,40092,21658.0
sisso_13901,6543,2779,4661.0
sisso_13902,12336,440,6388.0
sisso_13903,17551,6865,12208.0
sisso_13904,13006,7548,10277.0
sisso_13905,13496,7040,10268.0
sisso_13906,48913,36547,42730.0
sisso_13907,669,4957,2813.0
sisso_13908,43283,3030,23156.5
sisso_13909,8109,3117,5613.0
sisso_13910,6876,38957,22916.5
sisso_13911,40095,39808,39951.5
sisso_13912,2680,40584,21632.0
sisso_13913,39494,24227,31860.5
sisso_13914,18528,12621,15574.5
sisso_13915,25164,7549,16356.5
sisso_13916,47898,987,24442.5
sisso_13917,21757,15548,18652.5
sisso_13918,6877,41154,24015.5
sisso_13919,39892,29170,34531.0
sisso_13920,28374,6866,17620.0
sisso_13921,6049,5966,6007.5
sisso_13922,40985,39809,40397.0
sisso_13923,9623,13768,11695.5
sisso_13924,806,44225,22515.5
sisso_13925,30789,4383,17586.0
sisso_13926,22737,11720,17228.5
sisso_13927,20555,14544,17549.5
sisso_13928,16679,5967,11323.0
sisso_13929,7205,1381,4293.0
sisso_13930,47097,14954,31025.5
sisso_13931,37801,3075,20438.0
sisso_13932,33620,30739,32179.5
sisso_13933,34387,38567,36477.0
sisso_13934,26605,31335,28970.0
sisso_13935,32936,1382,17159.0
sisso_13936,22073,11531,16802.0
sisso_13937,38051,25698,31874.5
sisso_13938,7206,22773,14989.5
sisso_13939,11924,28017,19970.5
sisso_13940,49216,22774,35995.0
sisso_13941,4631,41642,23136.5
sisso_13942,49043,45195,47119.0
sisso_13943,1507,34602,18054.5
sisso_13944,26958,33931,30444.5
sisso_13945,3370,19121,11245.5
